Classifications	Treatments	etrait	Annotation for etraita	eQTL	Lead_SNPb	P-valuec	eQTL_Typed	Candidate gene in eQTL region	Annotation for candidate genea
Static distant-eQTLs	WS1	Zm00001d035416	Pentatricopeptide repeat-containing protein 	6:15530118~15536973	6_15535118	4.19E-16	D	Zm00001d035228,Zm00001d035229	"Methyl-CpG-binding domain protein 4-like protein,\Methyl-CpG-binding domain protein 4-like protein\"""""
Static distant-eQTLs	WS2	Zm00001d035416	Pentatricopeptide repeat-containing protein 	6:15530118~15536973	6_15535539	2.9299999999999999E-15	D	Zm00001d035228,Zm00001d035229	"Methyl-CpG-binding domain protein 4-like protein,\Methyl-CpG-binding domain protein 4-like protein\"""""
Static distant-eQTLs	WW	Zm00001d045973	Small RNA degrading nuclease 3	9:50991406~50999388	9_50994492	7.1300000000000002E-10	D	Zm00001d045972	Glycosyltransferase family 61 protein
Static distant-eQTLs	WS1	Zm00001d045973	Small RNA degrading nuclease 3	9:50991406~51000441	9_50994736	1.5900000000000001E-9	D	Zm00001d045972	Glycosyltransferase family 61 protein
Static distant-eQTLs	WS2	Zm00001d045973	Small RNA degrading nuclease 3	9:50991406~51000441	9_50999103	3.0300000000000002E-13	D	Zm00001d045972	Glycosyltransferase family 61 protein
Static distant-eQTLs	WW	Zm00001d009554	 CMP-KDO synthetase1	8:72047638~72062607	8_72047703	3.2300000000000001E-11	D	Zm00001d009591	GBF-interacting protein 1
Static distant-eQTLs	WS1	Zm00001d009554	 CMP-KDO synthetase1	8:72047638~72062607	8_72047648	5.4800000000000001E-11	D	Zm00001d009591	GBF-interacting protein 1
Static distant-eQTLs	WS2	Zm00001d009554	 CMP-KDO synthetase1	8:72047638~72062607	8_72047834	1.66E-10	D	Zm00001d009591	GBF-interacting protein 1
Static distant-eQTLs	WW	Zm00001d025185	Eukaryotic translation initiation factor 3 subunit H	10:107143456~107146716	10_107143456	1.48E-11	D	Zm00001d025166	Putative quinone-oxidoreductase homolog chloroplastic
Static distant-eQTLs	WS1	Zm00001d025185	Eukaryotic translation initiation factor 3 subunit H	10:107143456~107146716	10_107144539	1.5E-11	D	Zm00001d025166	Putative quinone-oxidoreductase homolog chloroplastic
Static distant-eQTLs	WS2	Zm00001d025185	Eukaryotic translation initiation factor 3 subunit H	10:107143456~107146716	10_107143456	3.1899999999999999E-12	D	Zm00001d025166	Putative quinone-oxidoreductase homolog chloroplastic
Static distant-eQTLs	WW	Zm00001d035377	IQ domain-containing protein IQM3	6:15530118~15536973	6_15535539	2.1600000000000001E-16	D	Zm00001d035228,Zm00001d035229	"Methyl-CpG-binding domain protein 4-like protein,\Methyl-CpG-binding domain protein 4-like protein\"""""
Static distant-eQTLs	WS1	Zm00001d035377	IQ domain-containing protein IQM3	6:15530118~15536973	6_15535118	5.2499999999999995E-16	D	Zm00001d035228,Zm00001d035229	"Methyl-CpG-binding domain protein 4-like protein,\Methyl-CpG-binding domain protein 4-like protein\"""""
Static distant-eQTLs	WS2	Zm00001d035377	IQ domain-containing protein IQM3	6:15530118~15536973	6_15534324	2.26E-17	D	Zm00001d035228,Zm00001d035229	"Methyl-CpG-binding domain protein 4-like protein,\Methyl-CpG-binding domain protein 4-like protein\"""""
Static distant-eQTLs	WW	Zm00001d009260	Dephospho-CoA kinase	8:46518384~46527426	8_46518724	8.0599999999999998E-11	D	Zm00001d009243	ABC transporter C family member 4
Static distant-eQTLs	WS1	Zm00001d009260	Dephospho-CoA kinase	8:46518343~46529127	8_46518724	4.8900000000000001E-8	D	Zm00001d009243	ABC transporter C family member 4
Static distant-eQTLs	WS2	Zm00001d009260	Dephospho-CoA kinase	8:46518724~46539104	8_46524257	1.86E-10	D	Zm00001d009243	ABC transporter C family member 4
Static distant-eQTLs	WW	Zm00001d045973	Small RNA degrading nuclease 3	9:43307066~43315357	9_43307495	2.5699999999999999E-10	D	Zm00001d045843,Zm00001d045844	"Aspartyl protease AED1,\/\"""""
Static distant-eQTLs	WS1	Zm00001d045973	Small RNA degrading nuclease 3	9:43307066~43315357	9_43309753	1.4700000000000001E-10	D	Zm00001d045843,Zm00001d045844	"Aspartyl protease AED1,\/\"""""
Static distant-eQTLs	WS2	Zm00001d045973	Small RNA degrading nuclease 3	9:43307066~43315357	9_43313519	2.5999999999999998E-12	D	Zm00001d045843,Zm00001d045844	"Aspartyl protease AED1,\/\"""""
Static distant-eQTLs	WW	Zm00001d013312	Universal stress protein PHOS34	8:177162301~177172691	8_177166624	8.9000000000000003E-9	D	Zm00001d012610,Zm00001d012611,Zm00001d012609	"USP family protein  ,\DNA repair metallo-beta-lactamase family protein\"",\""Serine/threonine-protein kinase  \"""""
Static distant-eQTLs	WS1	Zm00001d013312	Universal stress protein PHOS34	8:177162301~177172691	8_177166624	1.0599999999999999E-11	D	Zm00001d012610,Zm00001d012611,Zm00001d012609	"USP family protein  ,\DNA repair metallo-beta-lactamase family protein\"",\""Serine/threonine-protein kinase  \"""""
Static distant-eQTLs	WS2	Zm00001d013312	Universal stress protein PHOS34	8:177162301~177172691	8_177166624	5.6300000000000002E-10	D	Zm00001d012610,Zm00001d012611,Zm00001d012609	"USP family protein  ,\DNA repair metallo-beta-lactamase family protein\"",\""Serine/threonine-protein kinase  \"""""
Static distant-eQTLs	WW	Zm00001d047059	Tobamovirus multiplication protein 2A	9:116819677~116828653	9_116827081	3.4700000000000002E-7	D	Zm00001d047057,Zm00001d047058	"/,\Tobamovirus multiplication protein 2B\"""""
Static distant-eQTLs	WS1	Zm00001d047059	Tobamovirus multiplication protein 2A	9:116819677~116829508	9_116827123	4.7399999999999998E-9	D	Zm00001d047057,Zm00001d047058	"/,\Tobamovirus multiplication protein 2B\"""""
Static distant-eQTLs	WS2	Zm00001d047059	Tobamovirus multiplication protein 2A	9:116819677~116828653	9_116827154	1.9399999999999998E-8	D	Zm00001d047057,Zm00001d047058	"/,\Tobamovirus multiplication protein 2B\"""""
Static distant-eQTLs	WW	Zm00001d010030	60S ribosomal protein L29-1	8:95730013~95747574	8_95731228	2.23E-9	D	Zm00001d010026	Lysophospholipid acyltransferase LPEAT1
Static distant-eQTLs	WS1	Zm00001d010030	60S ribosomal protein L29-1	8:95730013~95747574	8_95739027	1.9800000000000002E-9	D	Zm00001d010026	Lysophospholipid acyltransferase LPEAT1
Static distant-eQTLs	WS2	Zm00001d010030	60S ribosomal protein L29-1	8:95730013~95747574	8_95733231	3.58E-9	D	Zm00001d010026	Lysophospholipid acyltransferase LPEAT1
Static distant-eQTLs	WW	Zm00001d042166	/	3:154265454~154270231	3_154265858	2.4199999999999998E-13	D	Zm00001d042158	/
Static distant-eQTLs	WS1	Zm00001d042166	/	3:154265454~154270231	3_154265718	3.91E-13	D	Zm00001d042158	/
Static distant-eQTLs	WS2	Zm00001d042166	/	3:154265454~154270231	3_154270231	5.6899999999999998E-15	D	Zm00001d042158	/
Static distant-eQTLs	WW	Zm00001d004576	Probable isoprenylcysteine alpha-carbonyl methylesterase ICMEL2	9:152404805~152404882	9_152404855	2.3000000000000001E-11	D	Zm00001d048204	NADH-ubiquinone oxidoreductase B16.6 subunit  
Static distant-eQTLs	WS1	Zm00001d004576	Probable isoprenylcysteine alpha-carbonyl methylesterase ICMEL2	9:152404805~152404882	9_152404805	3.2399999999999999E-11	D	Zm00001d048204	NADH-ubiquinone oxidoreductase B16.6 subunit  
Static distant-eQTLs	WS2	Zm00001d004576	Probable isoprenylcysteine alpha-carbonyl methylesterase ICMEL2	9:152404805~152404882	9_152404805	6.8699999999999996E-9	D	Zm00001d048204	NADH-ubiquinone oxidoreductase B16.6 subunit  
Static distant-eQTLs	WW	Zm00001d030167	Ankyrin repeat family protein	1:110296690~110297647	1_110296837	1.75E-12	D	Zm00001d030171	Serine/threonine-protein kinase  
Static distant-eQTLs	WS1	Zm00001d030167	Ankyrin repeat family protein	1:110296690~110299120	1_110296837	7.0700000000000004E-14	D	Zm00001d030171	Serine/threonine-protein kinase  
Static distant-eQTLs	WS2	Zm00001d030167	Ankyrin repeat family protein	1:110296690~110299120	1_110296837	1.23E-14	D	Zm00001d030171	Serine/threonine-protein kinase  
Static distant-eQTLs	WW	Zm00001d032899	Cation/calcium exchanger 2	1:242401759~242407093	1_242405767	2.4800000000000001E-9	D	Zm00001d032904,Zm00001d032905	"/,\DWNN domain a CCHC-type zinc finger\"""""
Static distant-eQTLs	WS1	Zm00001d032899	Cation/calcium exchanger 2	1:242400217~242407093	1_242405823	2.8200000000000001E-10	D	Zm00001d032904,Zm00001d032905	"/,\DWNN domain a CCHC-type zinc finger\"""""
Static distant-eQTLs	WS2	Zm00001d032899	Cation/calcium exchanger 2	1:242401759~242407093	1_242405767	1.7800000000000001E-8	D	Zm00001d032904,Zm00001d032905	"/,\DWNN domain a CCHC-type zinc finger\"""""
Static distant-eQTLs	WW	Zm00001d012064	Peptidyl-prolyl cis-trans isomerase  	8:167201698~167203333	8_167201735	7.0700000000000004E-10	D	Zm00001d012047	Wiscott-Aldrich syndrome  
Static distant-eQTLs	WS1	Zm00001d012064	Peptidyl-prolyl cis-trans isomerase  	8:167202199~167203333	8_167203333	5.5000000000000003E-8	D	Zm00001d012047	Wiscott-Aldrich syndrome  
Static distant-eQTLs	WS2	Zm00001d012064	Peptidyl-prolyl cis-trans isomerase  	8:167201956~167203333	8_167203333	3.0500000000000002E-8	D	Zm00001d012047	Wiscott-Aldrich syndrome  
Static distant-eQTLs	WW	Zm00001d046210	Beta-glucosidase 11	9:72370706~72372123	9_72371836	1.35E-11	D	Zm00001d046214	Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B beta isoform
Static distant-eQTLs	WS1	Zm00001d046210	Beta-glucosidase 11	9:72370706~72372123	9_72371836	7.3199999999999995E-10	D	Zm00001d046214	Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B beta isoform
Static distant-eQTLs	WS2	Zm00001d046210	Beta-glucosidase 11	9:72370706~72372123	9_72371836	2.3200000000000001E-11	D	Zm00001d046214	Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B beta isoform
Static distant-eQTLs	WW	Zm00001d034440	60S ribosomal protein L4-1	1:293097983~293098195	1_293098187	5.21E-11	D	Zm00001d034443	Plastidial pyruvate kinase 1 chloroplastic
Static distant-eQTLs	WS1	Zm00001d034440	60S ribosomal protein L4-1	1:293097983~293098290	1_293097983	8.6600000000000005E-14	D	Zm00001d034443	Plastidial pyruvate kinase 1 chloroplastic
Static distant-eQTLs	WS2	Zm00001d034440	60S ribosomal protein L4-1	1:293097983~293102290	1_293098187	2.2400000000000001E-17	D	Zm00001d034443	Plastidial pyruvate kinase 1 chloroplastic
Static distant-eQTLs	WW	Zm00001d051765	Golgin candidate 6	3:133749569~133754335	3_133751178	1.6100000000000001E-11	D	Zm00001d041693	Golgin candidate 6
Static distant-eQTLs	WS1	Zm00001d051765	Golgin candidate 6	3:133749569~133754335	3_133751178	1.56E-10	D	Zm00001d041693	Golgin candidate 6
Static distant-eQTLs	WS2	Zm00001d051765	Golgin candidate 6	3:133710211~133711329	3_133711329	1.38E-14	D	Zm00001d041693	Golgin candidate 6
Static distant-eQTLs	WW	Zm00001d048247	 leucine-rich transmembrane protein kinase2	1:17958893~17960672	1_17958953	2.14E-8	D	Zm00001d027934	 leucine-rich transmembrane protein kinase1
Static distant-eQTLs	WS1	Zm00001d048247	 leucine-rich transmembrane protein kinase2	1:17958893~17961054	1_17959133	6.8400000000000004E-11	D	Zm00001d027934	 leucine-rich transmembrane protein kinase1
Static distant-eQTLs	WS2	Zm00001d048247	 leucine-rich transmembrane protein kinase2	1:17958893~17961054	1_17959133	1.25E-13	D	Zm00001d027934	 leucine-rich transmembrane protein kinase1
Static distant-eQTLs	WW	Zm00001d020209	Whole genome shotgun sequence of line PN40024 scaffold_102.assembly12x (Fragment)	7:100781804~100784380	7_100784376	1.9600000000000001E-12	D	Zm00001d020224	/
Static distant-eQTLs	WS1	Zm00001d020209	Whole genome shotgun sequence of line PN40024 scaffold_102.assembly12x (Fragment)	7:100781804~100784380	7_100782408	3.8400000000000002E-10	D	Zm00001d020224	/
Static distant-eQTLs	WS2	Zm00001d020209	Whole genome shotgun sequence of line PN40024 scaffold_102.assembly12x (Fragment)	7:100781804~100784380	7_100782217	9.4499999999999994E-10	D	Zm00001d020224	/
Static distant-eQTLs	WW	Zm00001d024535	/	1:189859453~189866714	1_189864067	3.9599999999999998E-10	D	Zm00001d031430,Zm00001d031429	"/,\pfkB-like carbohydrate kinase family protein\"""""
Static distant-eQTLs	WS1	Zm00001d024535	/	1:189860554~189867713	1_189863008	4.3599999999999998E-16	D	Zm00001d031430,Zm00001d031429	"/,\pfkB-like carbohydrate kinase family protein\"""""
Static distant-eQTLs	WS2	Zm00001d024535	/	1:189859453~189866714	1_189862910	6.1799999999999999E-13	D	Zm00001d031430,Zm00001d031429	"/,\pfkB-like carbohydrate kinase family protein\"""""
Static distant-eQTLs	WW	Zm00001d053991	/	8:72970816~72971321	8_72971321	1.1800000000000001E-10	D	Zm00001d009609	/
Static distant-eQTLs	WS1	Zm00001d053991	/	8:72970816~72971321	8_72971321	2.87E-14	D	Zm00001d009609	/
Static distant-eQTLs	WS2	Zm00001d053991	/	8:72970816~72971321	8_72971321	4.3699999999999999E-14	D	Zm00001d009609	/
Static distant-eQTLs	WW	Zm00001d035935	/	6:62160967~62165945	6_62163678	1.0000000000000001E-9	D	Zm00001d035957	plant/F18O14-17 protein
Static distant-eQTLs	WS1	Zm00001d035935	/	6:62160967~62165045	6_62164011	3.7600000000000003E-9	D	Zm00001d035957	plant/F18O14-17 protein
Static distant-eQTLs	WS2	Zm00001d035935	/	6:62160967~62165945	6_62164011	3.3999999999999998E-9	D	Zm00001d035957	plant/F18O14-17 protein
Static distant-eQTLs	WW	Zm00001d040971	/	2:161851147~161855386	2_161855314	8.5E-9	D	Zm00001d005159	Spermidine synthase 2
Static distant-eQTLs	WS1	Zm00001d040971	/	2:161851147~161855314	2_161851970	7.1700000000000001E-10	D	Zm00001d005159	Spermidine synthase 2
Static distant-eQTLs	WS2	Zm00001d040971	/	2:161851147~161855314	2_161855314	3.47E-11	D	Zm00001d005159	Spermidine synthase 2
Static distant-eQTLs	WW	Zm00001d050533	Inosine triphosphate pyrophosphatase	1:238798544~238805779	1_238804677	3.5999999999999998E-11	D	Zm00001d032803,Zm00001d032804,Zm00001d032805	"Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-related,\Inosine triphosphate pyrophosphatase  \"",\""Shugoshin-1  \"""""
Static distant-eQTLs	WS1	Zm00001d050533	Inosine triphosphate pyrophosphatase	1:238798544~238805779	1_238804761	3.4100000000000001E-8	D	Zm00001d032803,Zm00001d032804,Zm00001d032805	"Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-related,\Inosine triphosphate pyrophosphatase  \"",\""Shugoshin-1  \"""""
Static distant-eQTLs	WS2	Zm00001d050533	Inosine triphosphate pyrophosphatase	1:238798544~238805917	1_238805619	9.9200000000000002E-8	D	Zm00001d032803,Zm00001d032804,Zm00001d032805	"Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-related,\Inosine triphosphate pyrophosphatase  \"",\""Shugoshin-1  \"""""
Static distant-eQTLs	WW	Zm00001d004997	Ubiquinol-cytochrome c reductase complex 8.0 kDa protein  	2:149546056~149555673	2_149550061	1.48E-8	D	Zm00001d004933,Zm00001d004934	"Carbohydrate-binding X8 domain superfamily protein,\Protein TRAUCO\"""""
Static distant-eQTLs	WS1	Zm00001d004997	Ubiquinol-cytochrome c reductase complex 8.0 kDa protein  	2:149546056~149555612	2_149550061	1.74E-7	D	Zm00001d004933,Zm00001d004934	"Carbohydrate-binding X8 domain superfamily protein,\Protein TRAUCO\"""""
Static distant-eQTLs	WS2	Zm00001d004997	Ubiquinol-cytochrome c reductase complex 8.0 kDa protein  	2:149548644~149555673	2_149550143	6.3600000000000004E-9	D	Zm00001d004933,Zm00001d004934	"Carbohydrate-binding X8 domain superfamily protein,\Protein TRAUCO\"""""
Static distant-eQTLs	WW	Zm00001d040960	Fimbrin-2	33:58785~62384	33_61580	2.5500000000000001E-17	D	/	/
Static distant-eQTLs	WS1	Zm00001d040960	Fimbrin-2	33:58785~62384	33_61580	1.9000000000000001E-15	D	/	/
Static distant-eQTLs	WS2	Zm00001d040960	Fimbrin-2	33:58785~62384	33_61580	3.2000000000000002E-17	D	/	/
Static distant-eQTLs	WW	Zm00001d036226	14-3-3-like protein GF14 nu	1:198651066~198659545	1_198652947	6.0599999999999999E-15	D	Zm00001d031688,Zm00001d031689	"Putative 14-3-3 protein  ,\PTI1-like tyrosine-protein kinase 3\"""""
Static distant-eQTLs	WS1	Zm00001d036226	14-3-3-like protein GF14 nu	1:198651066~198658479	1_198652540	1.0799999999999999E-13	D	Zm00001d031688,Zm00001d031689	"Putative 14-3-3 protein  ,\PTI1-like tyrosine-protein kinase 3\"""""
Static distant-eQTLs	WS2	Zm00001d036226	14-3-3-like protein GF14 nu	1:198649574~198659545	1_198652540	2.5600000000000002E-15	D	Zm00001d031688,Zm00001d031689	"Putative 14-3-3 protein  ,\PTI1-like tyrosine-protein kinase 3\"""""
Static distant-eQTLs	WW	Zm00001d009522	 RNase PH homolog	8:68418356~68423130	8_68419445	1.61E-13	D	Zm00001d009511	/
Static distant-eQTLs	WS1	Zm00001d009522	 RNase PH homolog	8:68418356~68423130	8_68419592	1.32E-14	D	Zm00001d009511	/
Static distant-eQTLs	WS2	Zm00001d009522	 RNase PH homolog	8:68418230~68423130	8_68420561	1.7900000000000001E-14	D	Zm00001d009511	/
Static distant-eQTLs	WW	Zm00001d051254	(+)-neomenthol dehydrogenase	4:150565280~150572692	4_150565375	2.09E-10	D	Zm00001d051250	Thioredoxin  
Static distant-eQTLs	WS1	Zm00001d051254	(+)-neomenthol dehydrogenase	4:150565280~150572692	4_150572692	9.59E-11	D	Zm00001d051250	Thioredoxin  
Static distant-eQTLs	WS2	Zm00001d051254	(+)-neomenthol dehydrogenase	4:150565285~150572692	4_150572524	1.9200000000000001E-10	D	Zm00001d051250	Thioredoxin  
Static distant-eQTLs	WW	Zm00001d050567	Acetolactate synthase 2%2C chloroplastic  	4:101167796~101173451	4_101169178	1.73E-10	D	Zm00001d050565	DNAJ heat shock N-terminal domain-containing protein
Static distant-eQTLs	WS1	Zm00001d050567	Acetolactate synthase 2%2C chloroplastic  	4:101167872~101173451	4_101173451	3.4400000000000001E-9	D	Zm00001d050565	DNAJ heat shock N-terminal domain-containing protein
Static distant-eQTLs	WS2	Zm00001d050567	Acetolactate synthase 2%2C chloroplastic  	4:101165889~101173451	4_101169544	2.96E-8	D	Zm00001d050565	DNAJ heat shock N-terminal domain-containing protein
Static distant-eQTLs	WW	Zm00001d031503	Chaperonin 60 subunit alpha 2 chloroplastic	6:147944457~147949285	6_147949285	3.6300000000000001E-12	D	Zm00001d038100,Zm00001d038101	"CPL3  ,\/\"""""
Static distant-eQTLs	WS1	Zm00001d031503	Chaperonin 60 subunit alpha 2 chloroplastic	6:147944457~147949285	6_147949285	2.55E-10	D	Zm00001d038100,Zm00001d038101	"CPL3  ,\/\"""""
Static distant-eQTLs	WS2	Zm00001d031503	Chaperonin 60 subunit alpha 2 chloroplastic	6:147944457~147949285	6_147949285	1.9699999999999999E-12	D	Zm00001d038100,Zm00001d038101	"CPL3  ,\/\"""""
Static distant-eQTLs	WW	Zm00001d033593	Pentatricopeptide repeat-containing protein 	1:46898815~46905289	1_46899423	1.37E-12	D	Zm00001d028804	U2 small nuclear ribonucleoprotein B''
Static distant-eQTLs	WS1	Zm00001d033593	Pentatricopeptide repeat-containing protein 	1:46898730~46903452	1_46899423	2.4099999999999999E-10	D	Zm00001d028804	U2 small nuclear ribonucleoprotein B''
Static distant-eQTLs	WS2	Zm00001d033593	Pentatricopeptide repeat-containing protein 	1:46898732~46903452	1_46899423	5.4199999999999998E-11	D	Zm00001d028804	U2 small nuclear ribonucleoprotein B''
Static distant-eQTLs	WW	Zm00001d038235	/	6:141549682~141555547	6_141555398	3.2999999999999998E-8	D	Zm00001d037902,Zm00001d037903	"F-box family protein,\/\"""""
Static distant-eQTLs	WS1	Zm00001d038235	/	6:141549682~141556365	6_141555398	3.1400000000000003E-8	D	Zm00001d037902,Zm00001d037903	"F-box family protein,\/\"""""
Static distant-eQTLs	WS2	Zm00001d038235	/	6:141549682~141556365	6_141555398	1.3000000000000001E-9	D	Zm00001d037902,Zm00001d037903	"F-box family protein,\/\"""""
